id	index	period	timestamp	minute	second	player	possession_team	play_pattern	duration	match_id	shot_statsbomb_xg	shot_outcome	shot_type	shot_body_part	start_x	start_y
ccd059eb-08b6-4f1f-ae13-b1ed2e8f941a	348	1	00:06:55.168	6	55	Pedro González López	Barcelona	From Corner	1.487756	3773457	0.050982397	Off T	Open Play	Left Foot	98.9	42.8
